route_number,route_name,route_destination,day_type,day,time_period,early_stops,late_stops,on-time_stops,key,datetime_x,date,datetime_y,tempmax,tempmin,temp,dew,humidity,precip,snow,windgust,windspeed,visibility
28,Brookside Express,City Hall,Weekday,2024-10-10,09:00-16:00,0,45.0,22.0,28##City Hall##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
650,McGillivray,Seel Station,Weekday,2024-10-10,16:00-18:30,83,44.0,132.0,650##Seel Station##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
650,McGillivray,Seel Station,Weekday,2024-10-10,05:00-09:00,44,2.0,81.0,650##Seel Station##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
29,Sherbrook - Stafford,Beaumont Station via Stafford,Weekday,2024-10-10,09:00-16:00,0,23.0,0.0,29##Beaumont Station via Stafford##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
22,Assiniboia Express,City Hall,Weekday,2024-10-10,05:00-09:00,165,120.0,732.0,22##City Hall##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
15,Sargent-Mountain,Airport via Flight Road,Weekday,2024-10-10,09:00-16:00,145,18.0,297.0,15##Airport via Flight Road##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
20,Academy-Watt,Airport Terminal,Weekday,2024-10-10,05:00-09:00,26,80.0,307.0,20##Airport Terminal##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
16,Selkirk-Osborne,Plaza Dr via St. Vital Centre,Weekday,2024-10-10,09:00-16:00,51,488.0,546.0,16##Plaza Dr via St. Vital Centre##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
11,Portage-Kildonan,North Kildonan via Donwood,Weekday,2024-10-10,09:00-16:00,71,85.0,341.0,11##North Kildonan via Donwood##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
98,Westdale - Grace Hospital,Westdale,Weekday,2024-10-10,16:00-18:30,3,0.0,22.0,98##Westdale##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
14,Ellice-St. Mary's,South St. Vital via Dakota,Weekday,2024-10-10,16:00-18:30,90,67.0,118.0,14##South St. Vital via Dakota##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
55,St. Anne's,University of Winnipeg via Meadowood,Weekday,2024-10-10,18:30-22:30,21,4.0,158.0,55##University of Winnipeg via Meadowood##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
694,Wildwood,Seel Station via Wildwood,Weekday,2024-10-10,09:00-16:00,6,0.0,12.0,694##Seel Station via Wildwood##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
10,St. Boniface-West Broadway,Downtown,Weekday,2024-10-10,18:30-22:30,0,0.0,22.0,10##Downtown##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
15,Sargent-Mountain,Inkster Park via Church,Weekday,2024-10-10,09:00-16:00,57,25.0,203.0,15##Inkster Park via Church##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
16,Selkirk-Osborne,Kingston Row,Weekday,2024-10-10,05:00-09:00,15,0.0,30.0,16##Kingston Row##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
17,McGregor,Garden City Centre,Weekday,2024-10-10,09:00-16:00,0,30.0,8.0,17##Garden City Centre##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
15,Sargent-Mountain,Downtown,Weekday,2024-10-10,09:00-16:00,0,0.0,5.0,15##Downtown##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
16,Selkirk-Osborne,Selkirk & McPhillips,Weekday,2024-10-10,09:00-16:00,0,66.0,0.0,16##Selkirk & McPhillips##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
29,Sherbrook - Stafford,Logan via Sherbrook,Weekday,2024-10-10,05:00-09:00,0,130.0,34.0,29##Logan via Sherbrook##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
50,Archibald,Windsor Park,Weekday,2024-10-10,09:00-16:00,12,0.0,9.0,50##Windsor Park##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
21,Portage Express,Crestview,Weekday,2024-10-10,09:00-16:00,62,58.0,124.0,21##Crestview##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
330,Murray,Garden City Centre,Weekday,2024-10-10,05:00-09:00,14,13.0,70.0,330##Garden City Centre##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
691,Whyte Ridge,Seel Station via Chevrier,Weekday,2024-10-10,09:00-16:00,4,0.0,0.0,691##Seel Station via Chevrier##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
18,North Main-Corydon,Corydon & Cambridge,Weekday,2024-10-10,09:00-16:00,0,0.0,1.0,18##Corydon & Cambridge##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
14,Ellice-St. Mary's,Ferry Road,Weekday,2024-10-11,09:00-16:00,160,405.0,,14##Ferry Road##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
15,Sargent-Mountain,Inkster Park via Church,Weekday,2024-10-11,16:00-18:30,42,44.0,156.0,15##Inkster Park via Church##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
47,Transcona - Pembina,University of Manitoba,Weekday,2024-10-11,09:00-16:00,201,482.0,662.0,47##University of Manitoba##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
33,Maples,Maples via Jefferson,Weekday,2024-10-11,05:00-09:00,37,43.0,117.0,33##Maples via Jefferson##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
15,Sargent-Mountain,Inkster,Weekday,2024-10-11,09:00-16:00,14,166.0,166.0,15##Inkster##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
60,Pembina,Downtown,Weekday,2024-10-11,05:00-09:00,239,110.0,433.0,60##Downtown##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
11,Portage-Kildonan,North Kildonan via Rothesay,Weekday,2024-10-11,16:00-18:30,33,67.0,82.0,11##North Kildonan via Rothesay##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
45,Talbot,Kildonan Place,Weekday,2024-10-11,05:00-09:00,33,3.0,200.0,45##Kildonan Place##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
11,Portage-Kildonan,North Kildonan via Donwood,Weekday,2024-10-11,16:00-18:30,1,122.0,41.0,11##North Kildonan via Donwood##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
330,Murray,Garden City Centre,Weekday,2024-10-11,05:00-09:00,15,8.0,70.0,330##Garden City Centre##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
42,Plessis Express,Lakeside Meadows,Weekday,2024-10-11,16:00-18:30,10,129.0,127.0,42##Lakeside Meadows##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
46,Transcona Express,Transcona via Kildare,Weekday,2024-10-11,16:00-18:30,26,98.0,58.0,46##Transcona via Kildare##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
45,Talbot,Downtown,Weekday,2024-10-11,09:00-16:00,8,100.0,134.0,45##Downtown##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
41,Henderson Express,North Kildonan,Weekday,2024-10-11,18:30-22:30,14,0.0,0.0,41##North Kildonan##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
77,Crosstown North,Polo Park,Weekday,2024-10-11,05:00-09:00,311,132.0,,77##Polo Park##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
19,Marion-Logan-Notre Dame,via Drake,Weekday,2024-10-11,05:00-09:00,105,37.0,195.0,19##via Drake##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
96,St. Vital Centre - Windsor Park,Paterson Loop via Southdale,Weekday,2024-10-11,18:30-22:30,0,5.0,6.0,96##Paterson Loop via Southdale##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
85,Kildonan Place - North Kildonan,Henderson & Whellams,Weekday,2024-10-11,09:00-16:00,71,73.0,330.0,85##Henderson & Whellams##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
17,McGregor,Maples via,Weekday,2024-10-11,16:00-18:30,3,174.0,115.0,17##Maples via##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
11,Portage-Kildonan,Polo Park,Weekday,2024-10-10,18:30-22:30,124,125.0,256.0,11##Polo Park##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
89,North Transcona - Kildonan Place,North Transcona,Weekday,2024-10-11,09:00-16:00,0,1.0,96.0,89##North Transcona##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
676,Bridgwater/River Road,St. Vital Centre via River Road,Weekday,2024-10-11,05:00-09:00,212,22.0,484.0,676##St. Vital Centre via River Road##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
89,North Transcona - Kildonan Place,Kildonan Place,Weekday,2024-10-11,16:00-18:30,0,18.0,7.0,89##Kildonan Place##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
12,William,Polo Park,Weekday,2024-10-11,05:00-09:00,50,2.0,255.0,12##Polo Park##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
31,Keewatin Express,City Hall,Weekday,2024-10-11,05:00-09:00,71,27.0,326.0,31##City Hall##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
96,St. Vital Centre - Windsor Park,St. Vital Centre,Weekday,2024-10-11,05:00-09:00,26,0.0,151.0,96##St. Vital Centre##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
11,Portage-Kildonan,North Kildonan via Rothesay,Weekday,2024-10-10,22:30-05:00,46,8.0,60.0,11##North Kildonan via Rothesay##20241010000000##Weekday##22:30-05:00,2024-10-11 03:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
28,Brookside Express,Inkster Industrial Park,Weekday,2024-10-11,05:00-09:00,18,63.0,153.0,28##Inkster Industrial Park##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
15,Sargent-Mountain,Airport via Flight Road,Weekday,2024-10-11,05:00-09:00,53,38.0,356.0,15##Airport via Flight Road##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
334,Adsum,Garden City Centre,Weekday,2024-10-10,16:00-18:30,2,7.0,73.0,334##Garden City Centre##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
98,Westdale - Grace Hospital,Grace Hospital,Weekday,2024-10-11,05:00-09:00,69,0.0,55.0,98##Grace Hospital##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
16,Selkirk-Osborne,Tyndall Park via Burrows,Weekday,2024-10-10,18:30-22:30,0,78.0,0.0,16##Tyndall Park via Burrows##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
93,South St. Vital - St. Marys,St. Vital Centre,Weekday,2024-10-10,16:00-18:30,14,0.0,123.0,93##St. Vital Centre##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
46,Transcona Express,Transcona via Kildare,Weekday,2024-10-11,05:00-09:00,21,0.0,23.0,46##Transcona via Kildare##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
14,Ellice-St. Mary's,South St. Vital via Paddington,Weekday,2024-10-10,18:30-22:30,72,53.0,192.0,14##South St. Vital via Paddington##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
642,Lindenwoods East,Seel Station via Lindenwoods East,Weekday,2024-10-11,09:00-16:00,5,2.0,319.0,642##Seel Station via Lindenwoods East##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
641,Lindenwoods West,Kenaston via Lindenwoods West,Weekday,2024-10-11,05:00-09:00,47,0.0,48.0,641##Kenaston via Lindenwoods West##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
641,Lindenwoods West,Beaumont Station via Lindenwoods West,Weekday,2024-10-11,18:30-22:30,7,7.0,141.0,641##Beaumont Station via Lindenwoods West##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
677,Wilkes,Beaumont station via Industrial Park,Weekday,2024-10-11,18:30-22:30,40,2.0,64.0,677##Beaumont station via Industrial Park##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
635,Osborne Village,Harkness Station,Weekday,2024-10-11,18:30-22:30,0,41.0,75.0,635##Harkness Station##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
649,Chevrier,Fort Whyte Alive,Weekday,2024-10-11,18:30-22:30,2,19.0,168.0,649##Fort Whyte Alive##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
677,Wilkes,Beaumont station via Industrial Park,Weekday,2024-10-11,22:30-05:00,0,0.0,12.0,677##Beaumont station via Industrial Park##20241011000000##Weekday##22:30-05:00,2024-10-12 03:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
60,Pembina,University of Manitoba,Weekday,2024-10-11,18:30-22:30,12,153.0,171.0,60##University of Manitoba##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
45,Talbot,Kildonan Place,Saturday,2024-10-12,05:00-09:00,34,49.0,63.0,45##Kildonan Place##20241012000000##Saturday##05:00-09:00,2024-10-12 14:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
641,Lindenwoods West,Beaumont Station via Lindenwoods West,Weekday,2024-10-11,09:00-16:00,34,5.0,206.0,641##Beaumont Station via Lindenwoods West##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
83,Unicity - Strauss Dr - Murray Industrial Park,Grace Hospital,Weekday,2024-10-11,18:30-22:30,1,127.0,41.0,83##Grace Hospital##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
691,Whyte Ridge,Whyte Ridge via Scurfield,Weekday,2024-10-11,18:30-22:30,0,0.0,5.0,691##Whyte Ridge via Scurfield##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
642,Lindenwoods East,Fort Garry Industrial Park via Lindenwoods East,Weekday,2024-10-11,05:00-09:00,2,0.0,152.0,642##Fort Garry Industrial Park via Lindenwoods East##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
77,Crosstown North,Garden City Centre,Weekday,2024-10-11,22:30-05:00,0,15.0,0.0,77##Garden City Centre##20241011000000##Weekday##22:30-05:00,2024-10-12 03:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
334,Adsum,Castlebury Meadows,Weekday,2024-10-11,18:30-22:30,9,15.0,25.0,334##Castlebury Meadows##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
16,Selkirk-Osborne,Plaza Dr via St. Vital Centre,Weekday,2024-10-11,18:30-22:30,0,42.0,5.0,16##Plaza Dr via St. Vital Centre##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
82,Grace Hospital - Unicity,Unicity,Weekday,2024-10-11,16:00-18:30,12,29.0,55.0,82##Unicity##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
82,Grace Hospital - Unicity,Grace Hospital,Weekday,2024-10-11,18:30-22:30,29,0.0,0.0,82##Grace Hospital##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
15,Sargent-Mountain,Inkster,Weekday,2024-10-11,18:30-22:30,0,76.0,0.0,15##Inkster##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
68,Grosvenor,River Heights via Wellington Crescent,Weekday,2024-10-11,18:30-22:30,0,32.0,2.0,68##River Heights via Wellington Crescent##20241011000000##Weekday##18:30-22:30,2024-10-12 17:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
60,Pembina,University of Manitoba,Saturday,2024-10-12,05:00-09:00,2,0.0,50.0,60##University of Manitoba##20241012000000##Saturday##05:00-09:00,2024-10-12 14:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
21,Portage Express,St.Charles,Saturday,2024-10-12,05:00-09:00,109,0.0,106.0,21##St.Charles##20241012000000##Saturday##05:00-09:00,2024-10-12 14:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
641,Lindenwoods West,Kenaston via Lindenwoods West,Saturday,2024-10-12,05:00-09:00,8,0.0,50.0,641##Kenaston via Lindenwoods West##20241012000000##Saturday##05:00-09:00,2024-10-12 14:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
50,Archibald,University of Winnipeg,Weekday,2024-10-10,16:00-18:30,45,101.0,23.0,50##University of Winnipeg##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
71,Arlington,Portage via McPhillips,Weekday,2024-10-10,18:30-22:30,44,90.0,76.0,71##Portage via McPhillips##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
